time,price,"Price (EUR/MWh, EUR/tCO2)"
2024-05-19T04:30+02:00,64.96,
2024-05-19T04:45+02:00,68.96,
2024-05-19T05:00+02:00,89.93,
2024-05-19T05:15+02:00,61.0,
2024-05-19T05:30+02:00,60.96,
2024-05-19T05:45+02:00,67.8,
2024-05-19T06:00+02:00,82.84,
2024-05-19T06:15+02:00,61.0,
2024-05-19T06:30+02:00,60.9,
2024-05-19T06:45+02:00,54.93,
2024-05-19T07:00+02:00,77.58,
2024-05-19T07:15+02:00,56.97,
2024-05-19T07:30+02:00,44.91,
2024-05-19T07:45+02:00,29.0,
2024-05-19T08:00+02:00,88.9,
2024-05-19T08:15+02:00,41.0,
2024-05-19T08:30+02:00,16.9,
2024-05-19T08:45+02:00,-10.2,
2024-05-19T09:00+02:00,62.2,
2024-05-19T09:15+02:00,24.9,
2024-05-19T09:30+02:00,0.69,
2024-05-19T09:45+02:00,-35.0,
2024-05-19T10:00+02:00,30.1,
2024-05-19T10:15+02:00,8.1,
2024-05-19T10:30+02:00,-7.09,
2024-05-19T10:45+02:00,-31.04,
2024-05-19T11:00+02:00,15.02,
2024-05-19T11:15+02:00,3.68,
2024-05-19T11:30+02:00,-5.2,
2024-05-19T11:45+02:00,-23.02,
2024-05-19T12:00+02:00,1.0,
2024-05-19T12:15+02:00,-11.1,
2024-05-19T12:30+02:00,-13.34,
2024-05-19T12:45+02:00,-24.2,
2024-05-19T13:00+02:00,-15.1,
2024-05-19T13:15+02:00,-19.05,
2024-05-19T13:30+02:00,-25.95,
2024-05-19T13:45+02:00,-34.94,
2024-05-19T14:00+02:00,-24.14,
2024-05-19T14:15+02:00,-34.9,
2024-05-19T14:30+02:00,-27.01,
2024-05-19T14:45+02:00,-24.97,
2024-05-19T15:00+02:00,-36.0,
2024-05-19T15:15+02:00,-23.05,
2024-05-19T15:30+02:00,-11.0,
2024-05-19T15:45+02:00,10.37,
2024-05-19T16:00+02:00,-54.5,
2024-05-19T16:15+02:00,-15.0,
2024-05-19T16:30+02:00,14.4,
2024-05-19T16:45+02:00,43.1,
2024-05-19T17:00+02:00,-44.95,
2024-05-19T17:15+02:00,0.9,
2024-05-19T17:30+02:00,40.06,
